id,Target
84060,Dropped
84061,Graduate
84062,Graduate
84063,Graduate
84064,Graduate
84065,Graduate
84066,Dropped
84067,Dropped
84068,Graduate
84069,Graduate
84070,Dropped
84071,Dropped
84072,Graduate
84073,Dropped
84074,Graduate
84075,Graduate
84076,Graduate
84077,Enrolled
84078,Dropped
84079,Graduate
84080,Graduate
84081,Graduate
84082,Enrolled
84083,Enrolled
84084,Graduate
84085,Dropped
84086,Dropped
84087,Enrolled
84088,Graduate
84089,Dropped
84090,Dropped
84091,Dropped
84092,Dropped
84093,Graduate
84094,Graduate
84095,Dropped
84096,Dropped
84097,Dropped
84098,Dropped
84099,Dropped
84100,Graduate
84101,Dropped
84102,Enrolled
84103,Graduate
84104,Dropped
84105,Enrolled
84106,Graduate
84107,Dropped
84108,Graduate
84109,Graduate
84110,Graduate
84111,Graduate
84112,Graduate
84113,Graduate
84114,Graduate
84115,Dropped
84116,Graduate
84117,Graduate
84118,Dropped
84119,Enrolled
84120,Graduate
84121,Enrolled
84122,Enrolled
84123,Graduate
84124,Graduate
84125,Graduate
84126,Graduate
84127,Graduate
84128,Dropped
84129,Graduate
84130,Dropped
84131,Enrolled
84132,Graduate
84133,Enrolled
84134,Graduate
84135,Dropped
84136,Dropped
84137,Dropped
84138,Graduate
84139,Graduate
84140,Dropped
84141,Graduate
84142,Dropped
84143,Graduate
84144,Enrolled
84145,Dropped
84146,Graduate
84147,Dropped
84148,Graduate
84149,Enrolled
84150,Graduate
84151,Dropped
84152,Graduate
84153,Graduate
84154,Graduate
84155,Graduate
84156,Graduate
84157,Dropped
84158,Graduate
84159,Graduate
84160,Enrolled
84161,Graduate
84162,Dropped
84163,Graduate
84164,Enrolled
84165,Graduate
84166,Graduate
84167,Graduate
84168,Graduate
84169,Dropped
84170,Enrolled
84171,Enrolled
84172,Dropped
84173,Enrolled
84174,Graduate
84175,Dropped
84176,Graduate
84177,Dropped
84178,Dropped
84179,Dropped
84180,Dropped
84181,Dropped
84182,Dropped
84183,Graduate
84184,Graduate
84185,Enrolled
84186,Graduate
84187,Graduate
84188,Graduate
84189,Graduate
84190,Graduate
84191,Dropped
84192,Dropped
84193,Dropped
84194,Graduate
84195,Dropped
84196,Dropped
84197,Graduate
84198,Graduate
84199,Dropped
84200,Graduate
84201,Graduate
84202,Graduate
84203,Enrolled
84204,Dropped
84205,Graduate
84206,Enrolled
84207,Dropped
84208,Dropped
84209,Enrolled
84210,Graduate
84211,Graduate
84212,Dropped
84213,Dropped
84214,Graduate
84215,Dropped
84216,Dropped
84217,Graduate
84218,Dropped
84219,Dropped
84220,Graduate
84221,Dropped
84222,Graduate
84223,Enrolled
84224,Dropped
84225,Dropped
84226,Graduate
84227,Dropped
84228,Enrolled
84229,Graduate
84230,Dropped
84231,Dropped
84232,Dropped
84233,Graduate
84234,Dropped
84235,Enrolled
84236,Graduate
84237,Dropped
84238,Graduate
84239,Graduate
84240,Graduate
84241,Dropped
84242,Dropped
84243,Dropped
84244,Graduate
84245,Dropped
84246,Dropped
84247,Dropped
84248,Graduate
84249,Graduate
84250,Graduate
84251,Enrolled
84252,Dropped
84253,Enrolled
84254,Dropped
84255,Graduate
84256,Enrolled
84257,Graduate
84258,Graduate
84259,Dropped
84260,Dropped
84261,Dropped
84262,Graduate
84263,Graduate
84264,Graduate
84265,Dropped
84266,Graduate
84267,Dropped
84268,Graduate
84269,Dropped
84270,Dropped
84271,Graduate
84272,Graduate
84273,Graduate
84274,Graduate
84275,Dropped
84276,Graduate
84277,Graduate
84278,Dropped
84279,Graduate
84280,Dropped
84281,Enrolled
84282,Graduate
84283,Graduate
84284,Graduate
84285,Enrolled
84286,Dropped
84287,Graduate
84288,Graduate
84289,Dropped
84290,Graduate
84291,Enrolled
84292,Dropped
84293,Dropped
84294,Dropped
84295,Graduate
84296,Graduate
84297,Dropped
84298,Graduate
84299,Dropped
84300,Dropped
84301,Graduate
84302,Graduate
84303,Dropped
84304,Enrolled
84305,Graduate
84306,Graduate
84307,Graduate
84308,Dropped
84309,Dropped
84310,Graduate
84311,Dropped
84312,Dropped
84313,Enrolled
84314,Graduate
84315,Enrolled
84316,Graduate
84317,Graduate
84318,Enrolled
84319,Dropped
84320,Graduate
84321,Graduate
84322,Enrolled
84323,Graduate
84324,Graduate
84325,Graduate
84326,Enrolled
84327,Graduate
84328,Graduate
84329,Graduate
84330,Graduate
84331,Dropped
84332,Graduate
84333,Graduate
84334,Dropped
84335,Graduate
84336,Dropped
84337,Dropped
84338,Dropped
84339,Enrolled
84340,Graduate
84341,Enrolled
84342,Dropped
84343,Dropped
84344,Graduate
84345,Enrolled
84346,Dropped
84347,Graduate
84348,Graduate
84349,Enrolled
84350,Dropped
84351,Enrolled
84352,Graduate
84353,Graduate
84354,Graduate
84355,Graduate
84356,Dropped
84357,Graduate
84358,Graduate
84359,Dropped
84360,Enrolled
84361,Graduate
84362,Graduate
84363,Graduate
84364,Graduate
84365,Dropped
84366,Graduate
84367,Dropped
84368,Graduate
84369,Dropped
84370,Dropped
84371,Enrolled
84372,Graduate
84373,Dropped
84374,Graduate
84375,Dropped
84376,Graduate
84377,Graduate
84378,Graduate
84379,Enrolled
84380,Dropped
84381,Graduate
84382,Graduate
84383,Enrolled
84384,Graduate
84385,Dropped
84386,Graduate
84387,Graduate
84388,Dropped
84389,Enrolled
84390,Enrolled
84391,Enrolled
84392,Graduate
84393,Graduate
84394,Graduate
84395,Dropped
84396,Graduate
84397,Dropped
84398,Graduate
84399,Dropped
84400,Graduate
84401,Graduate
84402,Enrolled
84403,Dropped
84404,Dropped
84405,Dropped
84406,Enrolled
84407,Graduate
84408,Dropped
84409,Enrolled
84410,Graduate
84411,Dropped
84412,Dropped
84413,Graduate
84414,Dropped
84415,Graduate
84416,Graduate
84417,Dropped
84418,Graduate
84419,Dropped
84420,Graduate
84421,Graduate
84422,Dropped
84423,Graduate
84424,Dropped
84425,Graduate
84426,Graduate
84427,Graduate
84428,Enrolled
84429,Graduate
84430,Dropped
84431,Graduate
84432,Graduate
84433,Dropped
84434,Graduate
84435,Dropped
84436,Dropped
84437,Dropped
84438,Graduate
84439,Dropped
84440,Graduate
84441,Graduate
84442,Graduate
84443,Graduate
84444,Dropped
84445,Dropped
84446,Graduate
84447,Dropped
84448,Enrolled
84449,Enrolled
84450,Graduate
84451,Graduate
84452,Enrolled
84453,Dropped
84454,Dropped
84455,Dropped
84456,Graduate
84457,Dropped
84458,Enrolled
84459,Graduate
84460,Graduate
84461,Dropped
84462,Graduate
84463,Enrolled
84464,Enrolled
84465,Graduate
84466,Graduate
84467,Graduate
84468,Enrolled
84469,Dropped
84470,Graduate
84471,Graduate
84472,Dropped
84473,Graduate
84474,Graduate
84475,Dropped
84476,Dropped
84477,Graduate
84478,Enrolled
84479,Graduate
84480,Enrolled
84481,Dropped
84482,Dropped
84483,Dropped
84484,Dropped
84485,Graduate
84486,Graduate
84487,Enrolled
84488,Dropped
84489,Graduate
84490,Dropped
84491,Graduate
84492,Dropped
84493,Dropped
84494,Graduate
84495,Dropped
84496,Graduate
84497,Dropped
84498,Graduate
84499,Dropped
84500,Graduate
84501,Enrolled
84502,Dropped
84503,Graduate
84504,Enrolled
84505,Graduate
84506,Dropped
84507,Graduate
84508,Graduate
84509,Graduate
84510,Dropped
84511,Dropped
84512,Graduate
84513,Graduate
84514,Graduate
84515,Enrolled
84516,Dropped
84517,Graduate
84518,Graduate
84519,Dropped
84520,Graduate
84521,Graduate
84522,Dropped
84523,Graduate
84524,Dropped
84525,Dropped
84526,Graduate
84527,Enrolled
84528,Graduate
84529,Graduate
84530,Graduate
84531,Graduate
84532,Graduate
84533,Graduate
84534,Dropped
84535,Dropped
84536,Graduate
84537,Dropped
84538,Graduate
84539,Graduate
84540,Dropped
84541,Graduate
84542,Dropped
84543,Dropped
84544,Graduate
84545,Graduate
84546,Dropped
84547,Graduate
84548,Dropped
84549,Graduate
84550,Graduate
84551,Dropped
84552,Graduate
84553,Dropped
84554,Graduate
84555,Graduate
84556,Dropped
84557,Graduate
84558,Graduate
84559,Graduate
84560,Dropped
84561,Dropped
84562,Dropped
84563,Dropped
84564,Graduate
84565,Graduate
84566,Dropped
84567,Graduate
84568,Graduate
84569,Dropped
84570,Graduate
84571,Enrolled
84572,Graduate
84573,Graduate
84574,Graduate
84575,Enrolled
84576,Graduate
84577,Enrolled
84578,Dropped
84579,Graduate
84580,Graduate
84581,Enrolled
84582,Dropped
84583,Graduate
84584,Dropped
84585,Graduate
84586,Dropped
84587,Graduate
84588,Dropped
84589,Dropped
84590,Dropped
84591,Graduate
84592,Graduate
84593,Graduate
84594,Graduate
84595,Graduate
84596,Dropped
84597,Graduate
84598,Graduate
84599,Graduate
84600,Enrolled
84601,Graduate
84602,Graduate
84603,Dropped
84604,Enrolled
84605,Enrolled
84606,Graduate
84607,Enrolled
84608,Graduate
84609,Dropped
84610,Graduate
84611,Graduate
84612,Graduate
84613,Graduate
84614,Dropped
84615,Graduate
84616,Dropped
84617,Dropped
84618,Dropped
84619,Dropped
84620,Dropped
84621,Dropped
84622,Graduate
84623,Dropped
84624,Graduate
84625,Graduate
84626,Graduate
84627,Dropped
84628,Graduate
84629,Enrolled
84630,Graduate
84631,Graduate
84632,Graduate
84633,Graduate
84634,Dropped
84635,Graduate
84636,Graduate
84637,Enrolled
84638,Enrolled
84639,Graduate
84640,Dropped
84641,Dropped
84642,Graduate
84643,Dropped
84644,Dropped
84645,Enrolled
84646,Graduate
84647,Enrolled
84648,Enrolled
84649,Graduate
84650,Enrolled
84651,Graduate
84652,Graduate
84653,Graduate
84654,Graduate
84655,Dropped
84656,Dropped
84657,Graduate
84658,Dropped
84659,Dropped
84660,Enrolled
84661,Graduate
84662,Graduate
84663,Enrolled
84664,Graduate
84665,Graduate
84666,Dropped
84667,Dropped
84668,Graduate
84669,Dropped
84670,Dropped
84671,Dropped
84672,Graduate
84673,Graduate
84674,Enrolled
84675,Enrolled
84676,Graduate
84677,Dropped
84678,Dropped
84679,Dropped
84680,Enrolled
84681,Dropped
84682,Dropped
84683,Graduate
84684,Graduate
84685,Dropped
84686,Dropped
84687,Enrolled
84688,Graduate
84689,Graduate
84690,Dropped
84691,Graduate
84692,Graduate
84693,Graduate
84694,Graduate
84695,Enrolled
84696,Graduate
84697,Dropped
84698,Enrolled
84699,Enrolled
84700,Graduate
84701,Dropped
84702,Enrolled
84703,Dropped
84704,Dropped
84705,Dropped
84706,Dropped
84707,Dropped
84708,Enrolled
84709,Graduate
84710,Graduate
84711,Dropped
84712,Dropped
84713,Enrolled
84714,Graduate
84715,Dropped
84716,Graduate
84717,Graduate
84718,Enrolled
84719,Graduate
84720,Dropped
84721,Dropped
84722,Graduate
84723,Dropped
84724,Dropped
84725,Graduate
84726,Dropped
84727,Graduate
84728,Graduate
84729,Graduate
84730,Enrolled
84731,Graduate
84732,Graduate
84733,Enrolled
84734,Graduate
84735,Dropped
84736,Graduate
84737,Dropped
84738,Graduate
84739,Graduate
84740,Dropped
84741,Enrolled
84742,Graduate
84743,Dropped
84744,Graduate
84745,Enrolled
84746,Graduate
84747,Enrolled
84748,Graduate
84749,Dropped
84750,Graduate
84751,Dropped
84752,Graduate
84753,Dropped
84754,Enrolled
84755,Graduate
84756,Enrolled
84757,Dropped
84758,Graduate
84759,Graduate
84760,Graduate
84761,Dropped
84762,Graduate
84763,Dropped
84764,Dropped
84765,Graduate
84766,Graduate
84767,Dropped
84768,Dropped
84769,Dropped
84770,Graduate
84771,Dropped
84772,Dropped
84773,Graduate
84774,Graduate
84775,Enrolled
84776,Graduate
84777,Graduate
84778,Dropped
84779,Enrolled
84780,Graduate
84781,Dropped
84782,Graduate
84783,Enrolled
84784,Dropped
84785,Dropped
84786,Graduate
84787,Graduate
84788,Graduate
84789,Dropped
84790,Enrolled
84791,Enrolled
84792,Graduate
84793,Enrolled
84794,Dropped
84795,Graduate
84796,Graduate
84797,Graduate
84798,Graduate
84799,Dropped
84800,Graduate
84801,Graduate
84802,Dropped
84803,Graduate
84804,Dropped
84805,Dropped
84806,Dropped
84807,Graduate
84808,Enrolled
84809,Graduate
84810,Graduate
84811,Enrolled
84812,Dropped
84813,Graduate
84814,Dropped
84815,Graduate
84816,Enrolled
84817,Dropped
84818,Dropped
84819,Graduate
84820,Graduate
84821,Graduate
84822,Graduate
84823,Dropped
84824,Dropped
84825,Graduate
84826,Graduate
84827,Graduate
84828,Dropped
84829,Dropped
84830,Dropped
84831,Dropped
84832,Dropped
84833,Graduate
84834,Graduate
84835,Dropped
84836,Dropped
84837,Graduate
84838,Dropped
84839,Graduate
84840,Graduate
84841,Dropped
84842,Graduate
84843,Dropped
84844,Dropped
84845,Graduate
84846,Dropped
84847,Dropped
84848,Dropped
84849,Dropped
84850,Graduate
84851,Dropped
84852,Graduate
84853,Graduate
84854,Graduate
84855,Graduate
84856,Enrolled
84857,Graduate
84858,Graduate
84859,Graduate
84860,Dropped
84861,Dropped
84862,Graduate
84863,Graduate
84864,Dropped
84865,Graduate
84866,Graduate
84867,Dropped
84868,Graduate
84869,Dropped
84870,Dropped
84871,Dropped
84872,Enrolled
84873,Dropped
84874,Graduate
84875,Graduate
84876,Dropped
84877,Dropped
84878,Graduate
84879,Graduate
84880,Graduate
84881,Graduate
84882,Graduate
84883,Graduate
84884,Dropped
84885,Enrolled
84886,Graduate
84887,Graduate
84888,Graduate
84889,Enrolled
84890,Graduate
84891,Graduate
84892,Dropped
84893,Graduate
84894,Graduate
84895,Enrolled
84896,Dropped
84897,Graduate
84898,Dropped
84899,Graduate
84900,Graduate
84901,Graduate
84902,Graduate
84903,Dropped
84904,Dropped
84905,Dropped
84906,Graduate
84907,Graduate
84908,Enrolled
84909,Enrolled
84910,Graduate
84911,Enrolled
84912,Enrolled
84913,Dropped
84914,Graduate
84915,Dropped
84916,Graduate
84917,Dropped
84918,Graduate
84919,Enrolled
84920,Graduate
84921,Graduate
84922,Enrolled
84923,Graduate
84924,Graduate
84925,Dropped
84926,Dropped
84927,Graduate
84928,Dropped
84929,Dropped
84930,Enrolled
84931,Dropped
84932,Dropped
84933,Dropped
84934,Graduate
84935,Dropped
84936,Dropped
84937,Dropped
84938,Graduate
84939,Dropped
84940,Graduate
84941,Dropped
84942,Graduate
84943,Enrolled
84944,Dropped
84945,Graduate
84946,Graduate
84947,Graduate
84948,Graduate
84949,Graduate
84950,Dropped
84951,Dropped
84952,Dropped
84953,Graduate
84954,Graduate
84955,Graduate
84956,Graduate
84957,Dropped
84958,Enrolled
84959,Enrolled
84960,Graduate
84961,Graduate
84962,Dropped
84963,Enrolled
84964,Dropped
84965,Dropped
84966,Dropped
84967,Graduate
84968,Dropped
84969,Graduate
84970,Enrolled
84971,Dropped
84972,Dropped
84973,Graduate
84974,Graduate
84975,Graduate
84976,Dropped
84977,Dropped
84978,Graduate
84979,Graduate
84980,Dropped
84981,Dropped
84982,Graduate
84983,Graduate
84984,Graduate
84985,Graduate
84986,Graduate
84987,Graduate
84988,Dropped
84989,Enrolled
84990,Dropped
84991,Enrolled
84992,Dropped
84993,Graduate
84994,Graduate
84995,Enrolled
84996,Graduate
84997,Graduate
84998,Graduate
84999,Graduate
85000,Graduate
85001,Dropped
85002,Graduate
85003,Enrolled
85004,Dropped
85005,Graduate
85006,Graduate
85007,Graduate
85008,Graduate
85009,Dropped
85010,Enrolled
85011,Graduate
85012,Dropped
85013,Dropped
85014,Graduate
85015,Graduate
85016,Enrolled
85017,Enrolled
85018,Dropped
85019,Graduate
85020,Enrolled
85021,Dropped
85022,Dropped
85023,Graduate
85024,Dropped
85025,Graduate
85026,Dropped
85027,Graduate
85028,Graduate
85029,Graduate
85030,Enrolled
85031,Dropped
85032,Enrolled
85033,Dropped
85034,Graduate
85035,Graduate
85036,Enrolled
85037,Dropped
85038,Dropped
85039,Graduate
85040,Graduate
85041,Graduate
85042,Dropped
85043,Graduate
85044,Graduate
85045,Graduate
85046,Graduate
85047,Graduate
85048,Dropped
85049,Graduate
85050,Graduate
85051,Graduate
85052,Dropped
85053,Graduate
85054,Graduate
85055,Graduate
85056,Dropped
85057,Dropped
85058,Enrolled
85059,Dropped
85060,Dropped
85061,Graduate
85062,Enrolled
85063,Enrolled
85064,Graduate
85065,Dropped
85066,Graduate
85067,Graduate
85068,Graduate
85069,Dropped
85070,Graduate
85071,Dropped
85072,Dropped
85073,Dropped
85074,Dropped
85075,Graduate
85076,Graduate
85077,Dropped
85078,Graduate
85079,Graduate
85080,Graduate
85081,Dropped
85082,Graduate
85083,Dropped
85084,Dropped
85085,Graduate
85086,Dropped
85087,Graduate
85088,Graduate
85089,Dropped
85090,Graduate
85091,Dropped
85092,Enrolled
85093,Graduate
85094,Graduate
85095,Enrolled
85096,Graduate
85097,Dropped
85098,Dropped
85099,Graduate
85100,Graduate
85101,Enrolled
85102,Enrolled
85103,Graduate
85104,Dropped
85105,Graduate
85106,Graduate
85107,Graduate
85108,Enrolled
85109,Dropped
85110,Enrolled
85111,Dropped
85112,Graduate
85113,Graduate
85114,Dropped
85115,Dropped
85116,Graduate
85117,Dropped
85118,Dropped
85119,Enrolled
85120,Enrolled
85121,Graduate
85122,Graduate
85123,Graduate
85124,Graduate
85125,Dropped
85126,Dropped
85127,Dropped
85128,Dropped
85129,Dropped
85130,Dropped
85131,Dropped
85132,Graduate
85133,Graduate
85134,Graduate
85135,Dropped
85136,Enrolled
85137,Graduate
85138,Graduate
85139,Graduate
85140,Graduate
85141,Graduate
85142,Dropped
85143,Dropped
85144,Enrolled
85145,Graduate
85146,Dropped
85147,Enrolled
85148,Graduate
85149,Graduate
85150,Graduate
85151,Dropped
85152,Dropped
85153,Dropped
85154,Graduate
85155,Graduate
85156,Dropped
85157,Graduate
85158,Dropped
85159,Graduate
85160,Dropped
85161,Graduate
85162,Dropped
85163,Dropped
85164,Graduate
85165,Graduate
85166,Dropped
85167,Enrolled
85168,Graduate
85169,Enrolled
85170,Graduate
85171,Dropped
85172,Graduate
85173,Graduate
85174,Dropped
85175,Dropped
85176,Dropped
85177,Graduate
85178,Graduate
85179,Graduate
85180,Dropped
85181,Graduate
85182,Dropped
85183,Enrolled
85184,Dropped
85185,Graduate
85186,Graduate
85187,Enrolled
85188,Graduate
85189,Enrolled
85190,Graduate
85191,Graduate
85192,Graduate
85193,Graduate
85194,Graduate
85195,Graduate
85196,Dropped
85197,Enrolled
85198,Graduate
85199,Dropped
85200,Graduate
85201,Enrolled
85202,Dropped
85203,Graduate
85204,Graduate
85205,Dropped
85206,Dropped
85207,Graduate
85208,Graduate
85209,Graduate
85210,Dropped
85211,Enrolled
85212,Graduate
85213,Graduate
85214,Dropped
85215,Graduate
85216,Graduate
85217,Graduate
85218,Dropped
85219,Dropped
85220,Dropped
85221,Enrolled
85222,Enrolled
85223,Dropped
85224,Dropped
85225,Dropped
85226,Enrolled
85227,Graduate
85228,Graduate
85229,Enrolled
85230,Dropped
85231,Graduate
85232,Graduate
85233,Graduate
85234,Enrolled
85235,Graduate
85236,Dropped
85237,Enrolled
85238,Graduate
85239,Graduate
85240,Graduate
85241,Dropped
85242,Graduate
85243,Dropped
85244,Dropped
85245,Dropped
85246,Enrolled
85247,Graduate
85248,Dropped
85249,Dropped
85250,Dropped
85251,Enrolled
85252,Enrolled
85253,Graduate
85254,Graduate
85255,Graduate
85256,Graduate
85257,Dropped
85258,Graduate
85259,Dropped
85260,Dropped
85261,Dropped
85262,Dropped
85263,Graduate
85264,Enrolled
85265,Graduate
85266,Dropped
85267,Graduate
85268,Enrolled
85269,Dropped
85270,Graduate
85271,Dropped
85272,Enrolled
85273,Graduate
85274,Graduate
85275,Dropped
85276,Dropped
85277,Dropped
85278,Enrolled
85279,Enrolled
85280,Enrolled
85281,Dropped
85282,Graduate
85283,Graduate
85284,Enrolled
85285,Dropped
85286,Graduate
85287,Dropped
85288,Enrolled
85289,Graduate
85290,Dropped
85291,Graduate
85292,Dropped
85293,Dropped
85294,Graduate
85295,Enrolled
85296,Graduate
85297,Graduate
85298,Graduate
85299,Graduate
85300,Dropped
85301,Enrolled
85302,Graduate
85303,Dropped
85304,Enrolled
85305,Dropped
85306,Dropped
85307,Graduate
85308,Enrolled
85309,Enrolled
85310,Graduate
85311,Graduate
85312,Graduate
85313,Dropped
85314,Graduate
85315,Dropped
85316,Dropped
85317,Dropped
85318,Dropped
85319,Graduate
85320,Graduate
85321,Dropped
85322,Graduate
85323,Graduate
85324,Graduate
85325,Graduate
85326,Dropped
85327,Enrolled
85328,Enrolled
85329,Dropped
85330,Enrolled
85331,Graduate
85332,Graduate
85333,Graduate
85334,Dropped
85335,Graduate
85336,Enrolled
85337,Graduate
85338,Graduate
85339,Enrolled
85340,Dropped
85341,Graduate
85342,Enrolled
85343,Dropped
85344,Dropped
85345,Dropped
85346,Graduate
85347,Graduate
85348,Graduate
85349,Graduate
85350,Graduate
85351,Dropped
85352,Graduate
85353,Graduate
85354,Graduate
85355,Graduate
85356,Dropped
85357,Dropped
85358,Graduate
85359,Graduate
85360,Dropped
85361,Dropped
85362,Graduate
85363,Dropped
85364,Enrolled
85365,Dropped
85366,Graduate
85367,Dropped
85368,Graduate
85369,Dropped
85370,Dropped
85371,Graduate
85372,Graduate
85373,Dropped
85374,Graduate
85375,Graduate
85376,Graduate
85377,Graduate
85378,Dropped
85379,Graduate
85380,Graduate
85381,Dropped
85382,Graduate
85383,Graduate
85384,Dropped
85385,Enrolled
85386,Enrolled
85387,Enrolled
85388,Graduate
85389,Enrolled
85390,Graduate
85391,Dropped
85392,Graduate
85393,Graduate
85394,Dropped
85395,Graduate
85396,Dropped
85397,Graduate
85398,Graduate
85399,Enrolled
85400,Graduate
85401,Enrolled
85402,Graduate
85403,Dropped
85404,Dropped
85405,Graduate
85406,Dropped
85407,Graduate
85408,Graduate
85409,Enrolled
85410,Enrolled
85411,Graduate
85412,Dropped
85413,Graduate
85414,Graduate
85415,Dropped
85416,Enrolled
85417,Graduate
85418,Dropped
85419,Graduate
85420,Dropped
85421,Dropped
85422,Graduate
85423,Dropped
85424,Enrolled
85425,Graduate
85426,Dropped
85427,Dropped
85428,Graduate
85429,Graduate
85430,Enrolled
85431,Graduate
85432,Graduate
85433,Graduate
85434,Dropped
85435,Graduate
85436,Graduate
85437,Graduate
85438,Graduate
85439,Graduate
85440,Dropped
85441,Dropped
85442,Enrolled
85443,Graduate
85444,Graduate
85445,Enrolled
85446,Graduate
85447,Dropped
85448,Dropped
85449,Graduate
85450,Dropped
85451,Graduate
85452,Graduate
85453,Dropped
85454,Dropped
85455,Graduate
85456,Enrolled
85457,Enrolled
85458,Dropped
85459,Graduate
85460,Dropped
85461,Enrolled
85462,Graduate
85463,Graduate
85464,Enrolled
85465,Enrolled
85466,Graduate
85467,Dropped
85468,Graduate
85469,Graduate
85470,Dropped
85471,Dropped
85472,Graduate
85473,Enrolled
85474,Graduate
85475,Dropped
85476,Graduate
85477,Graduate
85478,Enrolled
85479,Graduate
85480,Graduate
85481,Dropped
85482,Dropped
85483,Graduate
85484,Dropped
85485,Dropped
85486,Graduate
85487,Dropped
85488,Graduate
85489,Enrolled
85490,Enrolled
85491,Dropped
85492,Graduate
85493,Enrolled
85494,Graduate
85495,Dropped
85496,Dropped
85497,Graduate
85498,Graduate
85499,Dropped
85500,Graduate
85501,Dropped
85502,Graduate
85503,Enrolled
85504,Dropped
85505,Graduate
85506,Dropped
85507,Enrolled
85508,Graduate
85509,Dropped
85510,Graduate
85511,Graduate
85512,Enrolled
85513,Graduate
85514,Graduate
85515,Graduate
85516,Graduate
85517,Graduate
85518,Dropped
85519,Dropped
85520,Dropped
85521,Graduate
85522,Dropped
85523,Graduate
85524,Graduate
85525,Dropped
85526,Graduate
85527,Dropped
85528,Graduate
85529,Dropped
85530,Graduate
85531,Graduate
85532,Dropped
85533,Graduate
85534,Enrolled
85535,Graduate
85536,Graduate
85537,Graduate
85538,Dropped
85539,Graduate
85540,Graduate
85541,Graduate
85542,Enrolled
85543,Graduate
85544,Graduate
85545,Enrolled
85546,Dropped
85547,Enrolled
85548,Enrolled
85549,Graduate
85550,Graduate
85551,Graduate
85552,Graduate
85553,Graduate
85554,Dropped
85555,Graduate
85556,Graduate
85557,Graduate
85558,Graduate
85559,Dropped
85560,Enrolled
85561,Dropped
85562,Dropped
85563,Graduate
85564,Enrolled
85565,Dropped
85566,Graduate
85567,Dropped
85568,Dropped
85569,Graduate
85570,Dropped
85571,Enrolled
85572,Graduate
85573,Enrolled
85574,Enrolled
85575,Enrolled
85576,Dropped
85577,Enrolled
85578,Graduate
85579,Dropped
85580,Graduate
85581,Dropped
85582,Dropped
85583,Dropped
85584,Graduate
85585,Dropped
85586,Dropped
85587,Dropped
85588,Dropped
85589,Graduate
85590,Enrolled
85591,Dropped
85592,Graduate
85593,Graduate
85594,Graduate
85595,Graduate
85596,Graduate
85597,Graduate
85598,Dropped
85599,Graduate
85600,Enrolled
85601,Dropped
85602,Dropped
85603,Graduate
85604,Graduate
85605,Enrolled
85606,Dropped
85607,Enrolled
85608,Dropped
85609,Graduate
85610,Graduate
85611,Graduate
85612,Dropped
85613,Graduate
85614,Enrolled
85615,Dropped
85616,Graduate
85617,Graduate
85618,Graduate
85619,Dropped
85620,Graduate
85621,Enrolled
85622,Graduate
85623,Graduate
85624,Graduate
85625,Graduate
85626,Enrolled
85627,Dropped
85628,Dropped
85629,Dropped
85630,Dropped
85631,Graduate
85632,Dropped
85633,Dropped
85634,Graduate
85635,Dropped
85636,Dropped
85637,Graduate
85638,Graduate
85639,Graduate
85640,Enrolled
85641,Enrolled
85642,Graduate
85643,Enrolled
85644,Dropped
85645,Graduate
85646,Graduate
85647,Graduate
85648,Dropped
85649,Graduate
85650,Enrolled
85651,Dropped
85652,Graduate
85653,Graduate
85654,Dropped
85655,Enrolled
85656,Dropped
85657,Dropped
85658,Graduate
85659,Graduate
85660,Graduate
85661,Enrolled
85662,Dropped
85663,Dropped
85664,Dropped
85665,Dropped
85666,Dropped
85667,Dropped
85668,Graduate
85669,Enrolled
85670,Dropped
85671,Graduate
85672,Graduate
85673,Graduate
85674,Graduate
85675,Dropped
85676,Graduate
85677,Graduate
85678,Dropped
85679,Graduate
85680,Graduate
85681,Dropped
85682,Graduate
85683,Dropped
85684,Graduate
85685,Graduate
85686,Dropped
85687,Graduate
85688,Dropped
85689,Graduate
85690,Dropped
85691,Enrolled
85692,Enrolled
85693,Graduate
85694,Dropped
85695,Enrolled
85696,Enrolled
85697,Graduate
85698,Dropped
85699,Enrolled
85700,Graduate
85701,Dropped
85702,Graduate
85703,Dropped
85704,Graduate
85705,Graduate
85706,Graduate
85707,Dropped
85708,Graduate
85709,Dropped
85710,Graduate
85711,Enrolled
85712,Dropped
85713,Graduate
85714,Dropped
85715,Dropped
85716,Graduate
85717,Graduate
85718,Enrolled
85719,Graduate
85720,Graduate
85721,Graduate
85722,Graduate
85723,Enrolled
85724,Dropped
85725,Dropped
85726,Dropped
85727,Dropped
85728,Graduate
85729,Graduate
85730,Graduate
85731,Dropped
85732,Enrolled
85733,Graduate
85734,Dropped
85735,Graduate
85736,Graduate
85737,Enrolled
85738,Graduate
85739,Graduate
85740,Dropped
85741,Graduate
85742,Dropped
85743,Graduate
85744,Graduate
85745,Graduate
85746,Graduate
85747,Graduate
85748,Enrolled
85749,Graduate
85750,Dropped
85751,Enrolled
85752,Dropped
85753,Graduate
85754,Enrolled
85755,Dropped
85756,Enrolled
85757,Graduate
85758,Dropped
85759,Graduate
85760,Dropped
85761,Dropped
85762,Graduate
85763,Dropped
85764,Graduate
85765,Graduate
85766,Dropped
85767,Dropped
85768,Graduate
85769,Dropped
85770,Dropped
85771,Dropped
85772,Dropped
85773,Graduate
85774,Graduate
85775,Enrolled
85776,Dropped
